epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
186,1975.94,0.56469,0.33629,0.86932,0.83499,0.80667,0.78312,0.61669,1.55084,1.27465,1.96441,0.000105312,0.000105312,0.000105312
187,1987.46,0.56916,0.34455,0.87865,0.83383,0.80667,0.77832,0.6098,1.54648,1.30972,1.94549,9.9125e-05,9.9125e-05,9.9125e-05
188,1997.55,0.55632,0.32133,0.85881,0.83501,0.80667,0.77747,0.61666,1.53937,1.32573,1.93394,9.29375e-05,9.29375e-05,9.29375e-05
189,2007.59,0.5905,0.34555,0.86061,0.84147,0.80667,0.77936,0.61463,1.51262,1.25482,1.91391,8.675e-05,8.675e-05,8.675e-05
190,2019.15,0.5958,0.33997,0.86215,0.84441,0.80667,0.77888,0.61991,1.50584,1.25614,1.89348,8.05625e-05,8.05625e-05,8.05625e-05
191,2029.62,0.54325,0.31188,0.85362,0.86155,0.80667,0.77582,0.60295,1.53244,1.21013,1.93862,7.4375e-05,7.4375e-05,7.4375e-05
192,2039.92,0.55523,0.30613,0.8493,0.86015,0.80606,0.77515,0.60306,1.53948,1.22241,1.93691,6.81875e-05,6.81875e-05,6.81875e-05
193,2051.69,0.55184,0.314,0.85389,0.85166,0.80011,0.77433,0.59633,1.5367,1.18596,1.94829,6.2e-05,6.2e-05,6.2e-05
194,2061.88,0.52805,0.3038,0.84921,0.84977,0.80065,0.78126,0.59732,1.55878,1.20951,1.97277,5.58125e-05,5.58125e-05,5.58125e-05
195,2071.98,0.56829,0.3202,0.85882,0.84408,0.79667,0.78752,0.5912,1.56083,1.2297,1.98413,4.9625e-05,4.9625e-05,4.9625e-05
196,2082,0.53202,0.30454,0.84536,0.84775,0.80174,0.78834,0.59115,1.56464,1.23517,1.98529,4.34375e-05,4.34375e-05,4.34375e-05
197,2093.62,0.52246,0.30278,0.84868,0.8504,0.80506,0.79027,0.59942,1.56076,1.24933,1.98474,3.725e-05,3.725e-05,3.725e-05
198,2103.69,0.53127,0.30733,0.84305,0.8468,0.80667,0.79089,0.59799,1.55978,1.24539,1.98851,3.10625e-05,3.10625e-05,3.10625e-05
199,2113.77,0.51998,0.30086,0.84723,0.85355,0.8028,0.79018,0.59788,1.56403,1.25193,1.99006,2.4875e-05,2.4875e-05,2.4875e-05
200,2125.31,0.49812,0.29177,0.83144,0.85249,0.80036,0.79234,0.5994,1.566,1.2543,1.9921,1.86875e-05,1.86875e-05,1.86875e-05
